datetime,symbol,open,high,close,market_cap
2024-07-14,BTC,57704.202284462874,59152.71913887286,59152.71913887286,1168371787725.7102
2024-07-21,BTC,60942.32773996293,67206.06470614894,67206.06470614894,1325658979467.9998
2024-07-28,BTC,68088.13996324532,68088.13996324532,68055.40838968738,1342889431798.832
2024-08-04,BTC,68242.2474440493,68242.2474440493,60738.7449250574,1197962170718.7737
2024-08-11,BTC,58006.206586686734,61859.03159904161,60887.70861641504,1201818989571.278
2024-08-18,BTC,58804.23449992608,60601.22317789727,59430.79163445865,1173270497431.1711
2024-08-25,BTC,58438.293742685404,64157.1606134782,64157.1606134782,1264961887998.9824
2024-09-01,BTC,64265.81631272862,64265.81631272862,58960.23658664587,1164278309271.2642
2024-09-08,BTC,57357.71617282246,59108.73235863689,54150.9383589072,1068954727890.2039
2024-09-15,BTC,54792.40755768575,60620.62747295754,60003.29940083042,1185255944124.8464
2024-09-22,BTC,59214.80226801806,63403.402349259355,63403.402349259355,1254104417392.48
2024-09-29,BTC,63582.59956924825,65934.10709441357,65934.10709441357,1303217687717.8518
2024-10-06,BTC,65663.68986662335,65663.68986662335,62091.932585194016,1226761949791.163
2024-10-13,BTC,62811.79972811266,63207.77062127557,63207.77062127557,1249002272717.2275
2024-10-20,BTC,62829.533686088886,68465.61920668735,68388.87128965274,1351942347611.1997
2024-10-27,BTC,68962.82918045693,68962.82918045693,67018.1650170265,1325192118637.2595
2024-11-03,BTC,67938.55412885673,72781.11308158132,69299.16036699413,1370516856365.7996
2024-11-10,BTC,68803.50626277467,76630.22631415377,76630.22631415377,1519470275068.1016
2024-11-17,BTC,80466.71654833542,90947.97509443703,90606.45489380708,1790415769635.4927
2024-11-24,BTC,89841.47194135105,98927.49494553401,97679.46381643033,1931255637661.502
2024-12-01,BTC,98015.9355289458,98015.9355289458,96513.14234698225,1910022814269.8855
2024-12-08,BTC,97311.70719084324,99973.85150659826,99781.82999198174,1974739091620.7542
2024-12-15,BTC,101235.3717025316,101367.01064553364,101367.01064553364,2007646386698.8667
2024-12-22,BTC,104721.50151808978,106074.10723541168,97202.82496847633,1922768195068.165
2024-12-29,BTC,95094.27394862173,99344.95417367229,95184.61945288602,1885556552231.4314
2025-01-05,BTC,93663.44751964067,98256.73876849933,98256.73876849933,1946611205641.351
2025-01-12,BTC,98364.58946599838,102229.39453189743,94559.55167224213,1874286243377.8525
2025-01-19,BTC,94454.77089638807,104334.61575724394,104334.61575724394,2067151195362.0425
2025-01-26,BTC,101275.33714814208,106182.2368201815,104796.04077738234,2077647817531.3406
2025-02-02,BTC,102552.24874280207,104781.5135100103,100674.78762544956,1996423711261.7268
2025-02-09,BTC,97568.31653024875,101466.8606657039,96558.23762501091,1914211835440.1182
2025-02-16,BTC,96548.57865379585,97836.18856127483,97569.95169430465,1934308378710.2861
2025-02-23,BTC,96149.3484548204,98384.31738240314,96564.15414290235,1915260330870.798
2025-03-02,BTC,96327.46309127835,96327.46309127835,86005.25629681018,1705564098300.8237
2025-03-09,BTC,94261.53286538439,94261.53286538439,86142.9833586432,1708605516770.228
2025-03-16,BTC,80751.13893300897,84391.69087647168,84391.69087647168,1674173293916.4658
2025-03-23,BTC,82610.61750343916,86815.44109470697,83793.30854192551,1662574363663.653
2025-03-30,BTC,85787.70914901773,87520.58391530563,82679.17255385047,1640665503855.1438
2025-04-06,BTC,82356.38111183756,85237.5876052852,83595.88550177493,1656020067997.187
2025-04-13,BTC,78211.48358199988,85305.09728392666,85305.09728392666,1693600655371.0874
2025-04-20,BTC,83600.82010054543,85126.66244301842,85126.66244301842,1690090596771.3958
2025-04-27,BTC,85073.16544858096,94773.11200643536,94644.06637120107,1879131951239.1846
2025-05-04,BTC,93809.33781968223,96855.5681343944,95922.86842404422,1904894886394.57
2025-05-11,BTC,94326.62048529249,104630.8792994166,104630.8792994166,2077132539531.3464
2025-05-18,BTC,103994.061616746,104184.49039270742,103212.36483885496,2050318521477.805
2025-05-25,BTC,106030.6376831359,111560.356938144,107831.36374380375,2142540077685.2197
2025-06-01,BTC,108861.81037744327,109377.71513263129,104687.50742934884,2080467809295.7695
2025-06-08,BTC,105710.00593822816,105884.74263221149,105681.4546141758,2100553336902.5076
2025-06-15,BTC,105692.24740699006,110261.57485948496,105482.90611628917,2097486541223.27
2025-06-22,BTC,105554.49383061715,106951.2720181497,101532.5683847329,2017415966695.5278
2025-06-29,BTC,100852.58264648831,107331.58548463577,107331.58548463577,2134239999929.6584
2025-07-06,BTC,108396.61631317894,109602.20483914016,108217.46849992426,2152344091389.654
2025-07-13,BTC,109215.19771840284,111327.53054245669,111128.82197572058,2210806550399.808
