datetime,symbol,open,high,close,market_cap
2024-07-14,XRP,0.43888320261057695,0.526839519388817,0.526839519388817,29438182786.769802
2024-07-21,XRP,0.5234292029632325,0.6273851564998204,0.595029933937848,33275930800.02671
2024-07-28,XRP,0.5980160389473247,0.6185453553161305,0.5977718576875165,33461222350.94947
2024-08-04,XRP,0.6021780816719867,0.627331702923322,0.5561223750845103,31148787375.519512
2024-08-11,XRP,0.523000237013472,0.6180253163116132,0.5859665998030177,32874309915.441666
2024-08-18,XRP,0.5528843062140291,0.5764397935244148,0.566181906156675,31773619165.905563
2024-08-25,XRP,0.5641402621351506,0.6139391687850385,0.6139391687850385,34491160674.30759
2024-09-01,XRP,0.5995127578984722,0.5995127578984722,0.5658008208842239,31833847986.957657
2024-09-08,XRP,0.5482578347068274,0.5671557310315145,0.5247980291815724,29548526637.092266
2024-09-15,XRP,0.5285291709201617,0.5963129007980363,0.5963129007980363,33606464240.420605
2024-09-22,XRP,0.5710582563848365,0.5979982229214985,0.5979982229214985,33764665008.627327
2024-09-29,XRP,0.5879476818374326,0.6150093639492326,0.6150093639492326,34786926383.63196
2024-10-06,XRP,0.6425919277698904,0.6425919277698904,0.529571423116506,29950127382.310875
2024-10-13,XRP,0.5331799843165047,0.5395284850689778,0.5395284850689778,30564659258.72339
2024-10-20,XRP,0.5316807964040682,0.5479583804429464,0.5443283945989427,30867246079.877224
2024-10-27,XRP,0.5465831979073458,0.5465831979073458,0.5124799627206477,29112702064.221813
2024-11-03,XRP,0.51635641669338,0.528517656350638,0.5097643435439516,28985111559.766685
2024-11-10,XRP,0.5030000429314513,0.5574298820177034,0.5574298820177034,31836113890.61354
2024-11-17,XRP,0.5894389337521334,1.1228963632747573,1.1228963632747573,63977542700.94049
2024-11-24,XRP,1.0602237280952598,1.4647330527827664,1.4647330527827664,83300744233.09833
2024-12-01,XRP,1.4316792853395408,1.9394127481300492,1.9394127481300492,110604358349.34161
2024-12-08,XRP,2.286339588570724,2.7088474745217135,2.5927269695998327,148089387443.7888
2024-12-15,XRP,2.6181421664576834,2.6181421664576834,2.3977637797048517,137201303559.24551
2024-12-22,XRP,2.4558394900030756,2.5561912510090092,2.236596962769888,127675851842.47113
2024-12-29,XRP,2.1983060900755347,2.3273593261078007,2.180869510101245,125229822421.2995
2025-01-05,XRP,2.095671915727654,2.4548598712183725,2.4239342995923985,139171492627.42844
2025-01-12,XRP,2.403897929295378,2.5750017025465097,2.5750017025465097,148073207239.45142
2025-01-19,XRP,2.506265236852104,3.3071606262102122,3.2791397325625398,188798080040.87268
2025-01-26,XRP,2.9594983276278826,3.17189708695212,3.1112088914665423,179333230200.2371
2025-02-02,XRP,3.0173114670832017,3.1319365812312867,2.8808649918084224,166457043070.02295
2025-02-09,XRP,2.5701343337873217,2.692671869551836,2.4256391631678023,140105845431.88702
2025-02-16,XRP,2.3984218500627317,2.761982091436805,2.761982091436805,159697712640.8593
2025-02-23,XRP,2.7251894289423855,2.735199200390807,2.575864230459674,149186293144.36478
2025-03-02,XRP,2.5798851271909053,2.5798851271909053,2.1894731626978965,126879303287.73642
2025-03-09,XRP,2.9400745785854188,2.9400745785854188,2.3242332249590425,134862079473.84915
2025-03-16,XRP,2.1362635270101267,2.392285579817487,2.392285579817487,138962507103.3046
2025-03-23,XRP,2.3009096388651695,2.5520572493716633,2.3671814913704625,137633684733.8346
2025-03-30,XRP,2.4358937819105337,2.4520786954901945,2.1388622985209467,124469293101.58473
2025-04-06,XRP,2.135945706762188,2.148561695180789,2.148561695180789,124960176668.53568
2025-04-13,XRP,1.9232068608073252,2.156688589695265,2.156688589695265,125823708133.3325
2025-04-20,XRP,2.118179146058531,2.127444298086899,2.0855273823856817,121758359729.22354
2025-04-27,XRP,2.0747196454629124,2.221159426695198,2.1932493737799863,128211658278.5239
2025-05-04,XRP,2.2566771719971905,2.2959679622378415,2.188707355411367,128054986434.6052
2025-05-11,XRP,2.1580623583353407,2.465515991652043,2.465515991652043,144193513526.4072
2025-05-18,XRP,2.3665185406774456,2.5882656119238727,2.352615765613394,137901408638.97586
2025-05-25,XRP,2.4178990437197814,2.4284164339274192,2.3319094660057416,136856085709.11539
2025-06-01,XRP,2.3405861862412927,2.3405861862412927,2.177000081626197,127925904411.56554
2025-06-08,XRP,2.1802830722675224,2.2486280245071963,2.1779065492597427,128119087930.23564
2025-06-15,XRP,2.2629632981656744,2.321075765224377,2.141891800480294,126263429802.95172
2025-06-22,XRP,2.166318490313782,2.255537416572947,2.044379922195215,120411151497.55313
2025-06-29,XRP,2.013512764553698,2.1890368617248566,2.185743305637095,128959095356.2813
2025-07-06,XRP,2.2080779439640237,2.2565985381225446,2.2177115630108464,130972769052.7035
2025-07-13,XRP,2.2711234551626793,2.4405869810326055,2.4405869810326055,144161910920.92587
