datetime,symbol,open,high,close,market_cap
2024-07-14,ETH,3099.7101861313545,3173.5042341380185,3173.5042341380185,381711250543.1549
2024-07-21,ETH,3252.654184707363,3522.8013028122487,3522.8013028122487,423550664963.50604
2024-07-28,ETH,3533.118349531153,3533.118349531153,3254.611672582785,391424161950.5181
2024-08-04,ETH,3272.8501306701373,3316.942188773212,2906.7150241765007,349395441871.30615
2024-08-11,ETH,2682.4373928187924,2685.012750687489,2608.0357436286963,313697482213.2365
2024-08-18,ETH,2558.790870730736,2726.777988551933,2613.139261446099,314212508914.4149
2024-08-25,ETH,2614.6012806263716,2767.840733546234,2767.840733546234,332950073030.8183
2024-09-01,ETH,2745.164671605207,2745.164671605207,2513.3643501004462,302383496015.1365
2024-09-08,ETH,2430.0202661439344,2534.9048168403706,2272.6972849951912,273350308345.93225
2024-09-15,ETH,2296.4029520764498,2445.08621032297,2418.0828083179904,290912717943.81995
2024-09-22,ETH,2322.6433317480564,2614.599604753501,2614.599604753501,315153052833.9301
2024-09-29,ETH,2582.847683741262,2698.1928212346033,2680.218702062471,322761939149.4107
2024-10-06,ETH,2659.611211611689,2659.611211611689,2415.4038137445546,290706276902.6144
2024-10-13,ETH,2438.030912544012,2477.6130275578225,2477.6130275578225,298282533565.2097
2024-10-20,ETH,2466.8607267086663,2649.979289580214,2649.979289580214,318975355966.1185
2024-10-27,ETH,2742.9591411600395,2742.9591411600395,2479.3736032443317,298518432454.89374
2024-11-03,ETH,2505.502947138879,2657.6141818494384,2491.352150058657,299972542553.578
2024-11-10,ETH,2456.979687344711,3130.035524073996,3130.035524073996,376942816358.42664
2024-11-17,ETH,3191.9044555518153,3372.7914863430115,3133.8802234191417,376904025324.19116
2024-11-24,ETH,3075.534532601624,3394.036961782547,3394.036961782547,408448492183.1955
2024-12-01,ETH,3368.7027619429946,3709.9094391073327,3709.9094391073327,446851521665.9131
2024-12-08,ETH,3708.8072387383017,4013.726145388712,4000.992076502189,481889176555.6843
2024-12-15,ETH,4015.7820212328807,4015.7820212328807,3866.9958020348054,465713274663.6432
2024-12-22,ETH,3961.3154661802305,3992.857195846062,3337.5972231166807,401314595520.45166
2024-12-29,ETH,3275.8894274015142,3497.555287927574,3397.8341205085153,409451576910.996
2025-01-05,ETH,3357.330742971463,3660.37804173532,3660.37804173532,441117087325.0027
2025-01-12,ETH,3635.8549961807084,3687.1447140588307,3283.591322828503,395839071861.3172
2025-01-19,ETH,3264.070968533687,3477.284285084809,3309.0995676199964,398761138447.4049
2025-01-26,ETH,3208.1365439891497,3332.580893146162,3320.1314101789453,400427749273.5654
2025-02-02,ETH,3232.2767744705584,3296.390634843652,3125.0386801320924,376840076476.98303
2025-02-09,ETH,2862.6976188716285,2877.8138239498767,2635.6011418023404,317758860998.56256
2025-02-16,ETH,2632.5358220552475,2736.2703136032396,2692.8213863864253,324625278431.52954
2025-02-23,ETH,2659.9017474093457,2764.355233404291,2764.355233404291,333381856893.82196
2025-03-02,ETH,2827.1844084879804,2827.1844084879804,2212.8243514969954,266823935338.2421
2025-03-09,ETH,2517.3382391622977,2517.3382391622977,2199.9995000805707,265129957012.69815
2025-03-16,ETH,2017.265460184326,2017.265460184326,1939.7856881721348,233970291611.3664
2025-03-23,ETH,1887.7643429692785,2060.728601068271,1979.5449257665966,238753335160.5841
2025-03-30,ETH,2001.0470230951883,2077.739325831977,1829.2745211803463,220262156018.88525
2025-04-06,ETH,1805.3378779435934,1907.1671522994227,1809.935827172196,217957146409.9286
2025-04-13,ETH,1574.6321611455576,1662.5331604641576,1645.8625733156498,198696438258.60336
2025-04-20,ETH,1595.4227460001084,1621.543195596693,1615.0502549158562,194945047366.35382
2025-04-27,ETH,1585.4600253443446,1821.2695303291391,1821.2695303291391,219830529458.7114
2025-05-04,ETH,1793.6918440730135,1841.427590836958,1834.501911876416,221494950784.02625
2025-05-11,ETH,1808.156093844096,2583.6829051429513,2583.6829051429513,312095621694.1442
2025-05-18,ETH,2507.4693107597423,2676.639163127913,2475.0543933696913,298789831687.0011
2025-05-25,ETH,2465.3409856139087,2657.1674447566115,2529.4429842284353,305369227833.4215
2025-06-01,ETH,2546.6201163370915,2676.2674124507,2532.3627853090866,305718505778.76434
2025-06-08,ETH,2538.3300584367485,2610.343189828259,2526.291995889778,304953508465.0457
2025-06-15,ETH,2508.784123584585,2808.503208314919,2534.0702195359518,306048481935.1591
2025-06-22,ETH,2547.8456040920437,2561.329843569428,2270.581996055585,273839538572.25955
2025-06-29,ETH,2227.4287266371684,2446.539301545049,2437.133001780241,294208600645.2538
2025-07-06,ETH,2502.6672721177083,2590.132231590221,2517.37917835065,304028836772.5733
2025-07-13,ETH,2571.358192115984,2782.2409219345896,2782.2409219345896,335892384660.3267
